Ward number ,Ward Name,Number of Connections,Consumption in ML,avg_household_size,income_level,water_efficiency
4351,Synthetic Ward 4153,9905,216.25,4,Low,0.94
4352,Synthetic Ward 4154,7215,262.21,2,High,0.94
4353,Synthetic Ward 4155,865,497.58,5,High,0.51
4354,Synthetic Ward 4156,5704,482.93,4,Low,0.69
4355,Synthetic Ward 4157,2354,27.44,4,Low,0.76
4356,Synthetic Ward 4158,2412,206.07,3,Middle,0.84
4357,Synthetic Ward 4159,2778,452.62,5,Middle,0.64
4358,Synthetic Ward 4160,9217,319.93,6,Low,0.63
4359,Synthetic Ward 4161,6063,470.31,4,Low,0.69
4360,Synthetic Ward 4162,327,267.53,6,High,0.75
4361,Synthetic Ward 4163,4150,364.61,4,Low,0.98
4362,Synthetic Ward 4164,7412,388.66,6,Low,0.88
4363,Synthetic Ward 4165,8836,144.55,5,High,0.71
4364,Synthetic Ward 4166,1827,120.43,3,Low,0.53
4365,Synthetic Ward 4167,5549,326.27,5,Middle,0.58
4366,Synthetic Ward 4168,4800,11.41,2,Middle,0.73
4367,Synthetic Ward 4169,2211,427.37,3,High,0.91
4368,Synthetic Ward 4170,6257,112.05,5,Low,0.69
4369,Synthetic Ward 4171,2808,91.96,2,Middle,0.77
4370,Synthetic Ward 4172,6633,452.06,4,Middle,0.95
4371,Synthetic Ward 4173,3150,290.33,4,Middle,0.96
4372,Synthetic Ward 4174,407,185.95,6,Middle,0.61
4373,Synthetic Ward 4175,3121,328.32,3,Low,0.52
4374,Synthetic Ward 4176,8933,122.42,4,Low,0.65
4375,Synthetic Ward 4177,3465,26.98,3,Low,0.85
4376,Synthetic Ward 4178,7607,436.14,4,Low,0.98
4377,Synthetic Ward 4179,3201,336.34,6,Middle,0.54
4378,Synthetic Ward 4180,3593,332.73,5,High,0.51
4379,Synthetic Ward 4181,2234,355.16,6,High,0.94
4380,Synthetic Ward 4182,4589,114.3,2,Middle,0.87
4381,Synthetic Ward 4183,9278,169.92,4,Middle,1.0
4382,Synthetic Ward 4184,136,282.81,2,High,0.7
4383,Synthetic Ward 4185,7382,250.33,2,High,0.71
4384,Synthetic Ward 4186,7650,192.57,3,Middle,0.59
4385,Synthetic Ward 4187,791,241.89,4,Middle,0.56
4386,Synthetic Ward 4188,2984,253.71,2,Low,0.79
4387,Synthetic Ward 4189,9567,57.72,5,Low,0.68
4388,Synthetic Ward 4190,7090,433.31,2,High,0.54
4389,Synthetic Ward 4191,7557,485.23,5,Middle,0.94
4390,Synthetic Ward 4192,4272,154.74,3,High,0.6
4391,Synthetic Ward 4193,3646,131.19,2,Low,0.87
4392,Synthetic Ward 4194,5336,232.84,6,Low,0.64
4393,Synthetic Ward 4195,1293,106.14,3,High,0.91
4394,Synthetic Ward 4196,8847,356.58,5,Low,0.56
4395,Synthetic Ward 4197,7640,53.51,3,Middle,0.88
4396,Synthetic Ward 4198,5653,348.5,2,High,0.55
4397,Synthetic Ward 4199,3954,383.68,4,Middle,0.72
4398,Synthetic Ward 4200,350,68.14,4,Middle,0.87
4399,Synthetic Ward 4201,8581,497.69,5,Low,0.59
4400,Synthetic Ward 4202,4800,422.19,5,Middle,0.64
4401,Synthetic Ward 4203,2447,435.79,4,High,0.93
4402,Synthetic Ward 4204,4115,316.18,5,Middle,0.94
4403,Synthetic Ward 4205,5604,436.59,3,Middle,0.52
4404,Synthetic Ward 4206,6100,453.55,6,Middle,0.58
4405,Synthetic Ward 4207,4328,156.7,6,Middle,0.56
4406,Synthetic Ward 4208,6921,160.25,3,Middle,0.59
4407,Synthetic Ward 4209,6615,251.89,6,Low,0.99
4408,Synthetic Ward 4210,3803,484.67,2,High,0.78
4409,Synthetic Ward 4211,9298,198.8,3,Low,0.73
4410,Synthetic Ward 4212,8421,470.78,5,High,0.99
4411,Synthetic Ward 4213,2533,210.54,3,High,0.78
4412,Synthetic Ward 4214,7548,56.46,4,High,0.83
4413,Synthetic Ward 4215,4622,278.63,5,High,0.67
4414,Synthetic Ward 4216,6119,373.97,4,High,0.69
4415,Synthetic Ward 4217,5395,495.0,5,Middle,0.8
4416,Synthetic Ward 4218,819,87.41,6,Low,0.53
4417,Synthetic Ward 4219,352,479.56,3,Low,0.63
4418,Synthetic Ward 4220,2551,443.78,2,Middle,0.6
4419,Synthetic Ward 4221,6485,155.07,5,High,0.51
4420,Synthetic Ward 4222,1178,42.3,5,Low,0.77
4421,Synthetic Ward 4223,6221,444.91,4,Middle,0.78
4422,Synthetic Ward 4224,2864,358.12,6,Middle,0.69
4423,Synthetic Ward 4225,2472,285.13,4,Low,0.63
4424,Synthetic Ward 4226,4945,263.56,4,Low,0.83
4425,Synthetic Ward 4227,9673,119.94,6,High,0.57
4426,Synthetic Ward 4228,7455,423.47,2,High,0.76
4427,Synthetic Ward 4229,1885,111.99,4,Low,0.88
4428,Synthetic Ward 4230,7700,323.66,4,High,0.58
4429,Synthetic Ward 4231,7689,151.52,5,Middle,0.88
4430,Synthetic Ward 4232,6637,194.78,6,High,0.88
4431,Synthetic Ward 4233,3552,133.01,3,High,0.53
4432,Synthetic Ward 4234,3284,42.53,2,Middle,0.51
4433,Synthetic Ward 4235,2865,176.96,2,High,0.99
4434,Synthetic Ward 4236,2022,23.08,6,Middle,0.6
4435,Synthetic Ward 4237,629,186.72,5,High,0.91
4436,Synthetic Ward 4238,7645,373.25,5,Low,0.78
4437,Synthetic Ward 4239,8218,174.79,6,High,0.63
4438,Synthetic Ward 4240,3221,378.31,5,Low,0.56
4439,Synthetic Ward 4241,2630,380.12,2,Low,0.75
4440,Synthetic Ward 4242,9962,201.53,2,Low,0.7
4441,Synthetic Ward 4243,7461,462.01,3,Low,0.85
4442,Synthetic Ward 4244,6108,249.28,6,Low,0.95
4443,Synthetic Ward 4245,2595,60.96,4,Middle,0.9
4444,Synthetic Ward 4246,6548,130.92,4,Middle,0.64
4445,Synthetic Ward 4247,5790,147.33,3,Middle,0.94
4446,Synthetic Ward 4248,2303,298.6,3,Low,0.92
4447,Synthetic Ward 4249,4856,309.61,5,High,0.96
4448,Synthetic Ward 4250,8081,470.87,3,Middle,0.73
4449,Synthetic Ward 4251,4175,486.96,3,High,0.88
4450,Synthetic Ward 4252,5061,336.98,4,High,0.8
4451,Synthetic Ward 4253,7698,202.88,5,Low,0.66
4452,Synthetic Ward 4254,452,475.18,3,Low,1.0
4453,Synthetic Ward 4255,8749,84.83,3,Low,0.52
4454,Synthetic Ward 4256,5763,99.75,5,Middle,0.58
4455,Synthetic Ward 4257,6455,192.23,6,Low,0.95
4456,Synthetic Ward 4258,8278,174.25,5,Middle,0.53
4457,Synthetic Ward 4259,3208,78.98,4,Middle,0.94
4458,Synthetic Ward 4260,8604,193.3,6,Middle,0.86
4459,Synthetic Ward 4261,2029,150.72,2,Middle,0.52
4460,Synthetic Ward 4262,7772,158.53,5,Low,0.71
4461,Synthetic Ward 4263,8888,140.51,4,Middle,0.88
4462,Synthetic Ward 4264,7159,211.25,6,Low,0.79
4463,Synthetic Ward 4265,9719,64.04,5,Low,0.97
4464,Synthetic Ward 4266,5242,112.42,3,Middle,0.93
4465,Synthetic Ward 4267,2810,315.16,5,Low,0.67
4466,Synthetic Ward 4268,4921,280.38,2,High,0.54
4467,Synthetic Ward 4269,5761,262.37,5,Low,0.97
4468,Synthetic Ward 4270,5463,289.45,6,Low,0.76
4469,Synthetic Ward 4271,5710,398.47,6,Middle,0.54
4470,Synthetic Ward 4272,7101,310.26,5,Middle,0.91
4471,Synthetic Ward 4273,3963,372.4,6,Low,0.93
4472,Synthetic Ward 4274,8963,401.75,3,Middle,0.82
4473,Synthetic Ward 4275,3755,356.91,5,High,0.72
4474,Synthetic Ward 4276,2957,381.91,3,High,0.83
4475,Synthetic Ward 4277,1791,197.2,3,Middle,0.85
4476,Synthetic Ward 4278,7807,383.3,4,Low,0.95
4477,Synthetic Ward 4279,205,460.55,5,High,0.98
4478,Synthetic Ward 4280,1199,272.02,6,High,0.76
4479,Synthetic Ward 4281,2107,383.22,3,Low,0.9
4480,Synthetic Ward 4282,9292,490.89,4,Middle,0.98
4481,Synthetic Ward 4283,2053,498.05,5,High,0.58
4482,Synthetic Ward 4284,9315,40.48,5,Low,0.51
4483,Synthetic Ward 4285,4029,287.46,2,Low,0.93
4484,Synthetic Ward 4286,5841,266.62,2,High,0.6
4485,Synthetic Ward 4287,6570,321.35,3,Middle,0.52
4486,Synthetic Ward 4288,2318,197.89,2,High,0.58
4487,Synthetic Ward 4289,9008,241.94,3,Low,0.69
4488,Synthetic Ward 4290,4197,220.86,6,High,0.61
4489,Synthetic Ward 4291,7883,151.56,3,Middle,0.65
4490,Synthetic Ward 4292,1296,363.07,2,Low,0.99
4491,Synthetic Ward 4293,3496,480.84,6,Middle,0.85
4492,Synthetic Ward 4294,4957,465.42,2,High,0.86
4493,Synthetic Ward 4295,3818,258.09,3,High,0.55
4494,Synthetic Ward 4296,4288,197.41,4,Middle,0.87
4495,Synthetic Ward 4297,1749,258.84,5,High,0.87
4496,Synthetic Ward 4298,7642,341.39,2,Middle,0.83
4497,Synthetic Ward 4299,5722,278.04,3,High,0.61
4498,Synthetic Ward 4300,3150,204.86,6,Middle,0.71
4499,Synthetic Ward 4301,3847,276.82,2,Middle,0.92
4500,Synthetic Ward 4302,7215,461.83,2,Low,0.84
4501,Synthetic Ward 4303,6295,25.46,5,Low,0.87
4502,Synthetic Ward 4304,6357,412.68,3,Middle,0.79
4503,Synthetic Ward 4305,5966,105.42,4,High,0.72
4504,Synthetic Ward 4306,5640,471.24,6,High,0.88
4505,Synthetic Ward 4307,7362,66.97,3,High,0.53
4506,Synthetic Ward 4308,4960,152.51,6,Middle,0.84
4507,Synthetic Ward 4309,3425,230.79,2,Middle,1.0
4508,Synthetic Ward 4310,2445,491.97,5,Middle,0.89
4509,Synthetic Ward 4311,9526,73.71,5,Middle,0.65
4510,Synthetic Ward 4312,3432,184.84,4,Low,0.64
4511,Synthetic Ward 4313,2655,423.32,5,Middle,0.83
4512,Synthetic Ward 4314,1021,67.93,2,High,0.95
4513,Synthetic Ward 4315,6674,479.33,4,Low,0.79
4514,Synthetic Ward 4316,9393,250.79,3,High,0.76
4515,Synthetic Ward 4317,2484,476.45,5,Middle,0.58
4516,Synthetic Ward 4318,9240,73.23,4,Low,0.86
4517,Synthetic Ward 4319,1006,70.25,2,Middle,0.85
4518,Synthetic Ward 4320,4281,32.45,6,Low,0.98
4519,Synthetic Ward 4321,8416,34.9,6,High,0.65
4520,Synthetic Ward 4322,180,120.09,2,Middle,0.88
4521,Synthetic Ward 4323,1481,404.83,2,Middle,0.72
4522,Synthetic Ward 4324,8809,407.1,6,Low,0.78
4523,Synthetic Ward 4325,9479,75.92,4,Low,0.91
4524,Synthetic Ward 4326,9356,319.69,6,Middle,0.61
4525,Synthetic Ward 4327,4271,262.78,2,Low,0.67
4526,Synthetic Ward 4328,3510,494.78,5,Middle,0.89
4527,Synthetic Ward 4329,3224,480.08,3,Low,0.79
4528,Synthetic Ward 4330,484,378.23,5,High,0.55
4529,Synthetic Ward 4331,9653,496.02,5,Low,0.72
4530,Synthetic Ward 4332,2811,169.28,2,High,0.79
4531,Synthetic Ward 4333,436,340.99,6,Low,0.95
4532,Synthetic Ward 4334,9331,391.32,4,Low,0.59
4533,Synthetic Ward 4335,7843,475.36,5,Middle,0.9
4534,Synthetic Ward 4336,195,97.63,6,Low,0.57
4535,Synthetic Ward 4337,9666,358.63,4,Low,0.62
4536,Synthetic Ward 4338,9115,218.06,5,High,0.62
4537,Synthetic Ward 4339,4311,469.57,4,Low,0.94
4538,Synthetic Ward 4340,8350,160.59,6,Middle,0.6
4539,Synthetic Ward 4341,4954,369.29,3,High,0.89
4540,Synthetic Ward 4342,9232,167.23,6,Middle,0.73
4541,Synthetic Ward 4343,4260,495.01,2,Middle,1.0
4542,Synthetic Ward 4344,9172,194.59,4,Middle,0.92
4543,Synthetic Ward 4345,8406,114.34,3,Middle,0.87
4544,Synthetic Ward 4346,7972,201.96,4,High,0.94
4545,Synthetic Ward 4347,9581,173.25,4,Low,0.82
4546,Synthetic Ward 4348,1544,55.52,5,Middle,0.92
4547,Synthetic Ward 4349,2749,82.38,2,High,0.63
4548,Synthetic Ward 4350,7707,190.17,4,Middle,0.55
4549,Synthetic Ward 4351,7826,124.17,6,Low,0.81
4550,Synthetic Ward 4352,5818,356.67,6,High,0.72
4551,Synthetic Ward 4353,8037,22.73,5,High,0.71
4552,Synthetic Ward 4354,8662,198.77,2,Low,0.76
4553,Synthetic Ward 4355,4928,249.54,2,High,0.68
4554,Synthetic Ward 4356,3555,474.13,6,Low,0.81
4555,Synthetic Ward 4357,914,400.19,3,High,0.52
4556,Synthetic Ward 4358,715,222.95,5,High,0.98
4557,Synthetic Ward 4359,7915,439.59,5,Low,0.96
4558,Synthetic Ward 4360,5107,229.49,6,Low,0.97
4559,Synthetic Ward 4361,8969,105.41,6,High,0.68
4560,Synthetic Ward 4362,7201,107.31,3,High,0.77
4561,Synthetic Ward 4363,7640,324.82,3,Low,0.98
4562,Synthetic Ward 4364,8738,85.9,2,Low,0.95
4563,Synthetic Ward 4365,6455,402.92,5,High,0.9
4564,Synthetic Ward 4366,1637,86.26,5,High,0.7
4565,Synthetic Ward 4367,7179,88.6,6,High,0.78
4566,Synthetic Ward 4368,3097,339.64,2,Low,0.9
4567,Synthetic Ward 4369,1979,360.57,5,High,0.64
4568,Synthetic Ward 4370,6553,392.35,2,Middle,0.81
4569,Synthetic Ward 4371,4161,197.74,2,Low,0.91
4570,Synthetic Ward 4372,8928,280.79,6,High,0.85
4571,Synthetic Ward 4373,9914,454.12,2,Low,0.74
4572,Synthetic Ward 4374,5044,401.43,3,Middle,0.79
4573,Synthetic Ward 4375,3930,492.91,3,Low,0.99
4574,Synthetic Ward 4376,7040,408.06,4,High,0.8
4575,Synthetic Ward 4377,7019,10.12,6,Middle,0.89
4576,Synthetic Ward 4378,8883,84.75,4,Middle,0.86
4577,Synthetic Ward 4379,9443,24.5,3,High,0.85
4578,Synthetic Ward 4380,6801,402.61,4,High,0.86
4579,Synthetic Ward 4381,4935,45.18,6,High,0.73
4580,Synthetic Ward 4382,5136,34.03,6,Low,0.74
4581,Synthetic Ward 4383,8699,454.22,2,Low,0.73
4582,Synthetic Ward 4384,4959,246.68,5,Low,0.52
4583,Synthetic Ward 4385,4396,425.87,2,High,0.62
4584,Synthetic Ward 4386,718,47.38,6,High,0.58
4585,Synthetic Ward 4387,4310,405.61,3,Low,0.94
4586,Synthetic Ward 4388,9028,206.19,3,Middle,0.64
4587,Synthetic Ward 4389,6366,374.59,2,Low,0.57
4588,Synthetic Ward 4390,3152,234.35,6,Middle,0.56
4589,Synthetic Ward 4391,2531,281.73,3,High,0.85
4590,Synthetic Ward 4392,858,368.62,6,High,0.5
4591,Synthetic Ward 4393,2580,244.43,3,Low,0.74
4592,Synthetic Ward 4394,5629,439.79,6,Low,0.56
4593,Synthetic Ward 4395,9077,221.4,4,High,0.92
4594,Synthetic Ward 4396,1223,44.68,6,Low,0.98
4595,Synthetic Ward 4397,6176,434.45,6,High,0.98
4596,Synthetic Ward 4398,3438,204.74,2,High,0.72
4597,Synthetic Ward 4399,3249,288.37,4,Middle,0.82
4598,Synthetic Ward 4400,5400,263.93,5,Low,0.8
4599,Synthetic Ward 4401,9836,74.42,2,High,0.68
4600,Synthetic Ward 4402,3007,292.16,5,Low,0.72
4601,Synthetic Ward 4403,3759,15.96,3,Middle,0.53
4602,Synthetic Ward 4404,8923,209.26,5,Middle,0.9
4603,Synthetic Ward 4405,4888,418.19,6,Low,0.62
4604,Synthetic Ward 4406,3025,291.63,5,Low,0.73
4605,Synthetic Ward 4407,2171,303.86,2,High,0.74
4606,Synthetic Ward 4408,9388,38.24,2,Middle,0.78
4607,Synthetic Ward 4409,321,221.39,5,Middle,0.91
4608,Synthetic Ward 4410,6673,10.45,2,Middle,0.85
4609,Synthetic Ward 4411,7970,401.69,2,Low,0.83
4610,Synthetic Ward 4412,8839,31.12,5,High,0.76
4611,Synthetic Ward 4413,3209,460.11,4,Low,0.55
4612,Synthetic Ward 4414,7998,217.14,4,Low,0.7
4613,Synthetic Ward 4415,4235,196.23,3,Low,0.98
4614,Synthetic Ward 4416,5376,155.02,2,High,1.0
4615,Synthetic Ward 4417,4681,10.6,5,Low,0.87
4616,Synthetic Ward 4418,7944,15.13,2,Middle,0.61
4617,Synthetic Ward 4419,2652,348.96,6,Middle,0.55
4618,Synthetic Ward 4420,5135,300.97,2,Middle,0.71
4619,Synthetic Ward 4421,6123,342.47,2,High,0.93
4620,Synthetic Ward 4422,425,121.76,4,Low,0.86
4621,Synthetic Ward 4423,5497,371.83,5,High,0.94
4622,Synthetic Ward 4424,4006,362.2,2,Low,0.81
4623,Synthetic Ward 4425,3019,400.78,4,Middle,0.57
4624,Synthetic Ward 4426,2731,488.58,3,Low,0.56
4625,Synthetic Ward 4427,5348,355.63,4,Low,0.52
4626,Synthetic Ward 4428,7677,107.16,4,Low,0.78
4627,Synthetic Ward 4429,9675,244.15,4,High,0.62
4628,Synthetic Ward 4430,7605,42.78,2,Low,0.87
4629,Synthetic Ward 4431,1806,329.61,2,Low,0.84
4630,Synthetic Ward 4432,3147,120.8,3,Low,0.66
4631,Synthetic Ward 4433,7397,141.84,6,High,0.59
4632,Synthetic Ward 4434,5580,463.01,6,High,0.55
4633,Synthetic Ward 4435,3802,78.71,6,High,0.87
4634,Synthetic Ward 4436,4364,313.26,3,Low,0.73
4635,Synthetic Ward 4437,9994,38.2,6,Middle,0.66
4636,Synthetic Ward 4438,7962,261.53,6,Middle,0.93
4637,Synthetic Ward 4439,3754,473.18,4,Middle,0.8
4638,Synthetic Ward 4440,992,303.62,2,Low,0.76
4639,Synthetic Ward 4441,9311,459.26,2,Middle,0.87
4640,Synthetic Ward 4442,4269,439.17,4,Middle,0.91
4641,Synthetic Ward 4443,7956,103.58,4,Middle,0.84
4642,Synthetic Ward 4444,9278,26.75,4,Low,0.72
4643,Synthetic Ward 4445,9950,33.32,2,Middle,0.69
4644,Synthetic Ward 4446,5445,244.84,6,Middle,0.89
4645,Synthetic Ward 4447,3863,19.5,4,Low,0.76
4646,Synthetic Ward 4448,5523,129.97,3,High,0.85
4647,Synthetic Ward 4449,9302,245.49,4,Middle,0.95
4648,Synthetic Ward 4450,6444,39.0,5,High,0.96
4649,Synthetic Ward 4451,4888,127.01,4,Middle,0.64
4650,Synthetic Ward 4452,1601,360.99,2,Low,0.59
4651,Synthetic Ward 4453,2994,100.26,4,High,0.63
4652,Synthetic Ward 4454,8382,460.56,5,High,0.88
4653,Synthetic Ward 4455,1984,270.25,3,High,0.69
4654,Synthetic Ward 4456,5742,356.15,6,High,0.59
4655,Synthetic Ward 4457,4708,320.09,4,Middle,0.55
4656,Synthetic Ward 4458,7104,395.09,5,Middle,0.66
4657,Synthetic Ward 4459,6855,309.45,5,High,0.57
4658,Synthetic Ward 4460,8089,143.08,3,Middle,0.58
4659,Synthetic Ward 4461,3867,68.8,2,High,0.84
4660,Synthetic Ward 4462,2878,168.21,4,High,0.51
4661,Synthetic Ward 4463,8513,354.4,5,Low,0.56
4662,Synthetic Ward 4464,7741,297.13,3,High,0.92
4663,Synthetic Ward 4465,8253,305.36,6,Middle,0.92
4664,Synthetic Ward 4466,5768,114.25,5,High,0.66
4665,Synthetic Ward 4467,6148,119.18,3,Low,0.54
4666,Synthetic Ward 4468,1540,35.82,2,Middle,0.85
4667,Synthetic Ward 4469,5187,448.31,2,Low,0.68
4668,Synthetic Ward 4470,3551,342.66,5,Low,0.52
4669,Synthetic Ward 4471,834,221.25,5,High,0.58
4670,Synthetic Ward 4472,6323,179.57,4,Low,0.57
4671,Synthetic Ward 4473,9320,391.97,3,Low,0.79
4672,Synthetic Ward 4474,9697,83.12,5,Middle,0.95
4673,Synthetic Ward 4475,6618,492.23,4,Low,0.9
4674,Synthetic Ward 4476,4191,351.38,4,High,0.77
4675,Synthetic Ward 4477,8106,415.2,5,High,0.71
4676,Synthetic Ward 4478,9312,380.53,2,High,0.81
4677,Synthetic Ward 4479,9140,188.36,3,Low,0.72
4678,Synthetic Ward 4480,1080,248.93,3,Middle,0.62
4679,Synthetic Ward 4481,1770,452.81,2,High,0.84
4680,Synthetic Ward 4482,6305,100.74,5,Low,0.94
4681,Synthetic Ward 4483,9050,342.45,3,High,0.69
4682,Synthetic Ward 4484,7651,83.22,5,High,0.92
4683,Synthetic Ward 4485,8507,301.55,5,Middle,0.72
4684,Synthetic Ward 4486,4863,328.48,4,High,0.7
4685,Synthetic Ward 4487,5582,398.85,2,Middle,0.51
4686,Synthetic Ward 4488,5225,206.16,5,Low,0.85
4687,Synthetic Ward 4489,8889,154.56,6,High,0.9
4688,Synthetic Ward 4490,5824,129.73,2,Low,0.83
4689,Synthetic Ward 4491,7672,315.28,3,Low,0.58
4690,Synthetic Ward 4492,4654,462.42,4,Low,0.55
4691,Synthetic Ward 4493,3057,218.12,3,High,0.79
4692,Synthetic Ward 4494,5581,337.23,3,Middle,0.7
4693,Synthetic Ward 4495,6562,223.8,2,High,0.71
4694,Synthetic Ward 4496,8522,52.81,3,Low,0.98
4695,Synthetic Ward 4497,7643,396.53,5,Middle,0.86
4696,Synthetic Ward 4498,9182,183.94,3,Low,0.71
4697,Synthetic Ward 4499,5754,151.17,4,Middle,0.51
4698,Synthetic Ward 4500,9583,167.79,4,High,0.52
4699,Synthetic Ward 4501,7614,332.32,6,Middle,0.84
4700,Synthetic Ward 4502,7420,486.8,4,High,0.92
4701,Synthetic Ward 4503,1465,217.33,3,Low,0.85
4702,Synthetic Ward 4504,9448,79.91,4,Middle,0.7
4703,Synthetic Ward 4505,4626,44.04,2,Low,0.52
4704,Synthetic Ward 4506,2707,287.98,4,Middle,0.98
4705,Synthetic Ward 4507,7797,44.01,5,High,0.99
4706,Synthetic Ward 4508,3499,193.87,2,Middle,0.77
4707,Synthetic Ward 4509,9253,374.61,6,Middle,0.54
4708,Synthetic Ward 4510,5318,184.46,5,High,0.77
4709,Synthetic Ward 4511,2720,153.38,3,High,0.95
4710,Synthetic Ward 4512,9812,450.12,3,High,0.84
4711,Synthetic Ward 4513,5244,464.28,3,Middle,0.86
4712,Synthetic Ward 4514,7701,401.08,5,Low,0.54
4713,Synthetic Ward 4515,840,373.8,5,Middle,0.55
4714,Synthetic Ward 4516,9299,383.23,5,Middle,0.56
4715,Synthetic Ward 4517,6865,223.37,2,Low,0.95
4716,Synthetic Ward 4518,3778,251.42,2,High,0.76
4717,Synthetic Ward 4519,1269,443.29,3,Middle,0.9
4718,Synthetic Ward 4520,5620,398.4,4,Low,0.56
4719,Synthetic Ward 4521,2723,399.56,3,High,0.96
4720,Synthetic Ward 4522,865,148.11,6,High,0.91
4721,Synthetic Ward 4523,2302,203.96,2,Middle,0.61
4722,Synthetic Ward 4524,549,329.72,5,High,0.94
4723,Synthetic Ward 4525,5105,234.95,2,High,0.63
4724,Synthetic Ward 4526,3636,53.1,5,Low,0.6
4725,Synthetic Ward 4527,6708,65.03,6,Low,0.63
4726,Synthetic Ward 4528,9616,125.26,6,High,0.95
4727,Synthetic Ward 4529,5822,495.5,2,Low,0.96
4728,Synthetic Ward 4530,3204,433.97,5,High,0.66
4729,Synthetic Ward 4531,2357,270.86,6,Middle,0.85
4730,Synthetic Ward 4532,4549,188.66,3,Low,0.84
4731,Synthetic Ward 4533,6120,103.56,3,High,0.9
4732,Synthetic Ward 4534,4846,279.53,5,High,0.65
4733,Synthetic Ward 4535,8398,102.64,2,Low,0.76
4734,Synthetic Ward 4536,2474,256.33,6,Low,0.83
4735,Synthetic Ward 4537,3529,100.06,2,Middle,0.51
4736,Synthetic Ward 4538,3397,40.14,3,High,0.69
4737,Synthetic Ward 4539,3785,159.57,6,Middle,0.85
4738,Synthetic Ward 4540,3809,172.54,2,Middle,0.63
4739,Synthetic Ward 4541,1602,87.13,4,Middle,0.98
4740,Synthetic Ward 4542,9898,178.46,5,Low,0.52
4741,Synthetic Ward 4543,3888,280.72,5,Middle,0.98
4742,Synthetic Ward 4544,8365,476.15,4,Low,0.61
4743,Synthetic Ward 4545,9703,305.06,3,Low,0.52
4744,Synthetic Ward 4546,7121,420.4,6,Middle,0.65
4745,Synthetic Ward 4547,1077,184.93,5,Middle,0.89
4746,Synthetic Ward 4548,7896,426.95,4,High,0.88
4747,Synthetic Ward 4549,4772,187.01,4,Middle,0.6
4748,Synthetic Ward 4550,2096,446.65,3,High,0.6
4749,Synthetic Ward 4551,8853,295.92,3,Middle,0.82
4750,Synthetic Ward 4552,5009,73.86,2,Middle,0.73
4751,Synthetic Ward 4553,5063,244.77,5,Middle,0.9
4752,Synthetic Ward 4554,2273,70.09,2,Middle,0.51
4753,Synthetic Ward 4555,431,197.73,4,High,0.81
4754,Synthetic Ward 4556,8667,246.97,6,High,0.87
4755,Synthetic Ward 4557,5762,47.6,6,Middle,1.0
4756,Synthetic Ward 4558,9678,338.37,3,Middle,0.84
4757,Synthetic Ward 4559,7624,65.69,6,High,0.62
4758,Synthetic Ward 4560,6181,459.31,6,Low,0.55
4759,Synthetic Ward 4561,9916,482.33,6,Low,0.82
4760,Synthetic Ward 4562,8064,294.51,4,Low,0.76
4761,Synthetic Ward 4563,4950,300.74,6,High,0.95
4762,Synthetic Ward 4564,1237,298.55,6,High,0.86
4763,Synthetic Ward 4565,5395,389.44,6,Low,0.75
4764,Synthetic Ward 4566,8844,205.47,2,Low,0.7
4765,Synthetic Ward 4567,1201,67.75,4,Middle,0.7
4766,Synthetic Ward 4568,9033,372.88,3,High,0.61
4767,Synthetic Ward 4569,8197,436.4,2,High,0.51
4768,Synthetic Ward 4570,8364,457.01,5,Low,0.79
4769,Synthetic Ward 4571,4105,488.44,4,Low,0.61
4770,Synthetic Ward 4572,5709,42.28,4,High,0.6
4771,Synthetic Ward 4573,501,371.32,5,Middle,0.56
4772,Synthetic Ward 4574,3579,444.19,5,Low,0.59
4773,Synthetic Ward 4575,6999,109.8,5,High,0.52
4774,Synthetic Ward 4576,9107,242.24,3,High,0.84
4775,Synthetic Ward 4577,6255,102.84,6,Middle,0.7
4776,Synthetic Ward 4578,2095,145.43,4,Middle,0.78
4777,Synthetic Ward 4579,6406,480.69,6,Low,0.82
4778,Synthetic Ward 4580,9896,363.08,6,Low,0.99
4779,Synthetic Ward 4581,7265,302.83,5,Low,0.53
4780,Synthetic Ward 4582,1074,437.18,3,High,0.71
4781,Synthetic Ward 4583,5094,114.4,2,Low,0.62
4782,Synthetic Ward 4584,2964,166.12,3,High,0.74
4783,Synthetic Ward 4585,9759,197.86,6,Low,0.96
4784,Synthetic Ward 4586,6993,382.41,3,Middle,0.86
4785,Synthetic Ward 4587,4191,260.02,5,Middle,0.83
4786,Synthetic Ward 4588,6843,214.51,2,High,0.72
4787,Synthetic Ward 4589,8903,194.38,5,Middle,0.84
4788,Synthetic Ward 4590,6558,459.18,2,High,0.52
4789,Synthetic Ward 4591,9602,28.94,6,High,0.79
4790,Synthetic Ward 4592,1270,348.05,2,Middle,0.78
4791,Synthetic Ward 4593,8333,198.53,2,High,0.67
4792,Synthetic Ward 4594,7971,30.48,2,Middle,0.6
4793,Synthetic Ward 4595,5616,103.76,3,Low,0.9
4794,Synthetic Ward 4596,2621,88.99,3,Low,0.53
4795,Synthetic Ward 4597,2188,256.04,6,Middle,0.53
4796,Synthetic Ward 4598,1248,33.31,2,Middle,0.72
4797,Synthetic Ward 4599,5209,400.9,4,Middle,0.63
4798,Synthetic Ward 4600,1760,95.48,6,Middle,0.87
4799,Synthetic Ward 4601,5405,204.49,2,Low,0.82
4800,Synthetic Ward 4602,3020,91.16,2,High,0.89
4801,Synthetic Ward 4603,7035,248.53,3,High,0.66
